Index	Name	Description	File Name	Quantity
10.1.3.5.1.2.1	Raspberry Pi HQ Camera with cs mount lens v3		/home/djordje/Desktop/slat-sort-cam-dark-box/downloads/raspberry_pi_camera.FCStd	1
10.1.3.5.1.2.2	Raspberry Pi HQ Camera with cs mount lens v004		/home/djordje/Desktop/slat-sort-cam-dark-box/downloads/raspberry_pi_camera.FCStd	1
10.1.3.5.1.2.3	Raspberry Pi HQ Camera with cs mount lens v005		/home/djordje/Desktop/slat-sort-cam-dark-box/downloads/raspberry_pi_camera.FCStd	1
10.1.3.5.1.2.4	Raspberry Pi HQ Camera with cs mount lens v006		/home/djordje/Desktop/slat-sort-cam-dark-box/downloads/raspberry_pi_camera.FCStd	1
10.1.3.5.1.2.5	Raspberry Pi HQ Camera with cs mount lens v007		/home/djordje/Desktop/slat-sort-cam-dark-box/downloads/raspberry_pi_camera.FCStd	1
10.1.3.5.1.2.6	Raspberry Pi HQ Camera with cs mount lens v008		/home/djordje/Desktop/slat-sort-cam-dark-box/downloads/raspberry_pi_camera.FCStd	1
10.1.3.5.1.2.7	Raspberry Pi HQ Camera with cs mount lens v009		/home/djordje/Desktop/slat-sort-cam-dark-box/downloads/raspberry_pi_camera.FCStd	1
10.1.3.5.1.2.8	Raspberry Pi HQ Camera with cs mount lens v010		/home/djordje/Desktop/slat-sort-cam-dark-box/downloads/raspberry_pi_camera.FCStd	1
10.1.3.5.1.2.9	Raspberry Pi HQ Camera with cs mount lens v011		/home/djordje/Desktop/slat-sort-cam-dark-box/downloads/raspberry_pi_camera.FCStd	1
10.1.3.5.1.2.10	Raspberry Pi HQ Camera with cs mount lens v012		/home/djordje/Desktop/slat-sort-cam-dark-box/downloads/raspberry_pi_camera.FCStd	1
10.1.3.5.1.2.11	Raspberry Pi HQ Camera with cs mount lens v013		/home/djordje/Desktop/slat-sort-cam-dark-box/downloads/raspberry_pi_camera.FCStd	1
10.1.3.5.1.3	Hex screw M2.5 04.0		/home/djordje/Desktop/slat-sort-cam-dark-box/secondary/bolts.FCStd	8
10.1.3.5.1.4	Hex screw M4 10.0		/home/djordje/Desktop/slat-sort-cam-dark-box/secondary/bolts.FCStd	8
10.1.3.6	plate_holder		/home/djordje/Desktop/slat-sort-cam-dark-box/parts/plate_holder.FCStd	4
10.1.4	asm_SHF002		/home/djordje/Desktop/slat-sort-cam-dark-box/assembly/asm_roof.FCStd	1
10.1.4.1	asm_SHF		/home/djordje/Desktop/slat-sort-cam-dark-box/assembly/asm_shf.FCStd	1
10.1.4.1.1	SHF12		/home/djordje/Desktop/slat-sort-cam-dark-box/downloads/linear-bearing-shaft-support-shf12-1.snapshot.1/SHF_12.FCStd	2
10.1.4.1.2	Hex socket head cap screw DIN 912 M4 15.0		/home/djordje/Desktop/slat-sort-cam-dark-box/secondary/bolts.FCStd	2
10.1.4.1.3	Hex socket head cap screw DIN 912 M5 15.0		/home/djordje/Desktop/slat-sort-cam-dark-box/secondary/bolts.FCStd	4
10.1.5	asm_SHF003		/home/djordje/Desktop/slat-sort-cam-dark-box/assembly/asm_roof.FCStd	1
10.1.5.1	asm_SHF		/home/djordje/Desktop/slat-sort-cam-dark-box/assembly/asm_shf.FCStd	1
10.1.5.1.1	SHF12		/home/djordje/Desktop/slat-sort-cam-dark-box/downloads/linear-bearing-shaft-support-shf12-1.snapshot.1/SHF_12.FCStd	2
10.1.5.1.2	Hex socket head cap screw DIN 912 M4 15.0		/home/djordje/Desktop/slat-sort-cam-dark-box/secondary/bolts.FCStd	2
10.1.5.1.3	Hex socket head cap screw DIN 912 M5 15.0		/home/djordje/Desktop/slat-sort-cam-dark-box/secondary/bolts.FCStd	4
10.1.6	Hexagonal Nut M5_CBALN5		/home/djordje/Desktop/slat-sort-cam-dark-box/secondary/nuts_hexagonal.FCStd	8
10.1.7	Hexagonal Nut M4_CBALN4		/home/djordje/Desktop/slat-sort-cam-dark-box/secondary/nuts_hexagonal.FCStd	8
10.2	asm_SHF002		/home/djordje/Desktop/slat-sort-cam-dark-box/assembly/dbox_asm.FCStd	1
10.2.1	asm_SHF002		/home/djordje/Desktop/slat-sort-cam-dark-box/assembly/asm_roof.FCStd	1
10.2.1.1	asm_SHF		/home/djordje/Desktop/slat-sort-cam-dark-box/assembly/asm_shf.FCStd	1
10.2.1.1.1	SHF12		/home/djordje/Desktop/slat-sort-cam-dark-box/downloads/linear-bearing-shaft-support-shf12-1.snapshot.1/SHF_12.FCStd	3
10.2.1.1.2	Hex socket head cap screw DIN 912 M4 15.0		/home/djordje/Desktop/slat-sort-cam-dark-box/secondary/bolts.FCStd	3
10.2.1.1.3	Hex socket head cap screw DIN 912 M5 15.0		/home/djordje/Desktop/slat-sort-cam-dark-box/secondary/bolts.FCStd	6
10.3	asm_SHF003		/home/djordje/Desktop/slat-sort-cam-dark-box/assembly/dbox_asm.FCStd	1
10.3.1	asm_SHF003		/home/djordje/Desktop/slat-sort-cam-dark-box/assembly/asm_roof.FCStd	1
10.3.1.1	asm_SHF		/home/djordje/Desktop/slat-sort-cam-dark-box/assembly/asm_shf.FCStd	1
10.3.1.1.1	SHF12		/home/djordje/Desktop/slat-sort-cam-dark-box/downloads/linear-bearing-shaft-support-shf12-1.snapshot.1/SHF_12.FCStd	3
10.3.1.1.2	Hex socket head cap screw DIN 912 M4 15.0		/home/djordje/Desktop/slat-sort-cam-dark-box/secondary/bolts.FCStd	3
10.3.1.1.3	Hex socket head cap screw DIN 912 M5 15.0		/home/djordje/Desktop/slat-sort-cam-dark-box/secondary/bolts.FCStd	6
11	asm_plate_front_back		/home/djordje/Desktop/slat-sort-cam-dark-box/assembly/dbox_asm.FCStd	1
11.1	asm_plate_front_back		/home/djordje/Desktop/slat-sort-cam-dark-box/assembly/asm_plate_front_back.FCStd	1
11.1.1	plate_front_back		/home/djordje/Desktop/slat-sort-cam-dark-box/parts/plate_front_back.FCStd	2
11.1.2	Hex screw M5 10.0		/home/djordje/Desktop/slat-sort-cam-dark-box/secondary/bolts.FCStd	41
12	asm_plate_front_back001		/home/djordje/Desktop/slat-sort-cam-dark-box/assembly/dbox_asm.FCStd	1
12.1	asm_plate_front_back		/home/djordje/Desktop/slat-sort-cam-dark-box/assembly/asm_plate_front_back.FCStd	1
12.1.1	plate_front_back		/home/djordje/Desktop/slat-sort-cam-dark-box/parts/plate_front_back.FCStd	2
12.1.2	Hex screw M5 10.0		/home/djordje/Desktop/slat-sort-cam-dark-box/secondary/bolts.FCStd	8
13	asm_plate_side		/home/djordje/Desktop/slat-sort-cam-dark-box/assembly/dbox_asm.FCStd	1
13.1	asm_plate_side		/home/djordje/Desktop/slat-sort-cam-dark-box/assembly/asm_plate_side.FCStd	1
13.1.1	plate_side		/home/djordje/Desktop/slat-sort-cam-dark-box/parts/plate_side.FCStd	2
13.1.2	TAH15-M5-L6		/home/djordje/Desktop/slat-sort-cam-dark-box/secondary/TAH15_M5_L6.FCStd	8
14	asm_plate_side001		/home/djordje/Desktop/slat-sort-cam-dark-box/assembly/dbox_asm.FCStd	1
14.1	asm_plate_side		/home/djordje/Desktop/slat-sort-cam-dark-box/assembly/asm_plate_side.FCStd	1
14.1.1	plate_side		/home/djordje/Desktop/slat-sort-cam-dark-box/parts/plate_side.FCStd	2
14.1.2	TAH15-M5-L6		/home/djordje/Desktop/slat-sort-cam-dark-box/secondary/TAH15_M5_L6.FCStd	8
